time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2016-01-05T23:11:50.420Z,36.5591,26.8356,143.73,4.2,mb,,156,1.125,0.92,us,us10004bmj,2016-01-05T23:36:39.168Z,"23km SSW of Kefalos, Greece",earthquake
2016-01-05T23:08:32.849Z,41.8692,-119.5968,8.5,1.7,ml,6,133.94,0.17,0.1654,nn,nn00525522,2016-01-06T00:16:17.829Z,"71km ESE of Lakeview, Oregon",earthquake
2016-01-05T23:04:01.700Z,19.214,-64.5459,44,3.3,Md,4,309.6,0.79500903,0.37,pr,pr16005015,2016-01-06T03:44:40.766Z,"88km N of Road Town, British Virgin Islands",earthquake
2016-01-05T22:33:25.400Z,18.4258,-67.5221,20,2.7,Md,13,306,0.05839049,0.21,pr,pr16005014,2016-01-06T01:43:19.487Z,"30km WNW of Rincon, Puerto Rico",earthquake
2016-01-05T22:31:34.000Z,19.0776,-64.6983,57,3.1,Md,4,338.4,0.94412936,0.11,pr,pr16005013,2016-01-06T01:13:38.636Z,"73km N of Road Town, British Virgin Islands",earthquake
2016-01-05T22:18:03.830Z,39.2727,-120.4023,3,1.1,ml,10,186.93,0.101,0.1593,nn,nn00525503,2016-01-05T23:17:54.009Z,"19km WSW of Truckee, California",earthquake
2016-01-05T22:05:01.300Z,23.5891,-45.6581,10,4.9,mb,,93,17.025,0.68,us,us10004bm4,2016-01-05T22:42:32.663Z,"Northern Mid-Atlantic Ridge",earthquake
2016-01-05T21:59:50.160Z,22.0495,143.6729,158.37,5.9,mb,,16,5.203,0.98,us,us10004bm0,2016-01-06T01:57:05.000Z,"210km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2016-01-05T21:52:00.270Z,-2.7726,99.8746,10,4.8,mb,,139,3.291,1.08,us,us10004blx,2016-01-05T22:26:58.140Z,"149km SSE of Muara Siberut, Indonesia",earthquake
2016-01-05T21:51:55.000Z,60.138,-148.25,19,2.8,ml,,,,0.85,ak,ak12439273,2016-01-05T22:05:20.355Z,"63km E of Bear Creek, Alaska",earthquake
2016-01-05T21:50:33.576Z,41.8767,-119.6126,7.3,1.5,ml,5,207.88,0.156,0.1494,nn,nn00525499,2016-01-05T22:03:13.147Z,"69km ESE of Lakeview, Oregon",earthquake
2016-01-05T21:38:14.000Z,60.8021,-140.4267,0.1,1.9,ml,,,,0.72,ak,ak12439270,2016-01-05T21:48:04.583Z,"137km NE of Cape Yakataga, Alaska",earthquake
2016-01-05T20:59:39.300Z,19.1291,-64.5836,54,3.3,Md,9,291.6,0.70877076,0.31,pr,pr16005012,2016-01-06T17:25:16.040Z,"78km N of Road Town, British Virgin Islands",earthquake
2016-01-05T20:48:38.000Z,63.5331,-147.9867,0,1.9,ml,,,,0.67,ak,ak12439207,2016-01-05T21:03:25.513Z,"50km ENE of Cantwell, Alaska",earthquake
2016-01-05T20:42:53.500Z,19.328,-155.1083333,6.512,1.44,md,20,163,0.04627,0.1,hv,hv61143641,2016-01-05T23:52:08.600Z,"17km SE of Volcano, Hawaii",earthquake
2016-01-05T20:36:16.730Z,10.1347,126.2116,19.11,5.2,mb,,75,3.108,0.85,us,us10004bll,2016-01-06T17:17:01.572Z,"19km NE of San Isidro, Philippines",earthquake
2016-01-05T20:31:22.980Z,10.1357,126.2709,53.99,5,mb,,36,3.122,1.07,us,us10004blk,2016-01-06T16:43:07.887Z,"25km ENE of San Isidro, Philippines",earthquake
2016-01-05T20:12:12.250Z,38.2085,-112.272,6.35,2.03,ml,18,46,0.181,0.26,uu,uu60135127,2016-01-06T20:36:09.390Z,"5km SW of Junction, Utah",earthquake
2016-01-05T19:49:54.484Z,41.8808,-119.6059,7.1,1.9,ml,5,220.53,0.158,0.1259,nn,nn00525541,2016-01-06T00:34:50.297Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-05T19:48:10.030Z,-12.8816,169.0546,622.17,4.6,mb,,58,3.119,0.7,us,us10004bl8,2016-01-06T16:11:47.160Z,"197km NE of Sola, Vanuatu",earthquake
2016-01-05T19:48:07.250Z,-6.4431,147.1375,90.32,4.7,mb,,50,2.942,0.88,us,us10004bl1,2016-01-06T15:55:26.832Z,"35km NNE of Lae, Papua New Guinea",earthquake
2016-01-05T19:47:27.490Z,19.3765,-155.0745,2.628,2.31,ml,40,149,0.02581,0.12,hv,hv61143606,2016-01-05T21:40:59.550Z,"15km S of Fern Acres, Hawaii",earthquake
2016-01-05T19:46:11.650Z,37.5669,144.5305,27.71,4.7,mb,,90,2.981,1.17,us,us10004bkx,2016-01-06T15:44:02.676Z,"297km ESE of Ofunato, Japan",earthquake
2016-01-05T18:59:11.320Z,37.5476685,-121.8000031,9.57,1.99,md,31,72,0.06979,0.06,nc,nc72573980,2016-01-05T23:02:04.801Z,"14km SSE of Pleasanton, California",earthquake
2016-01-05T18:56:52.500Z,35.0388333,-117.675,-0.82,1.56,ml,15,59,0.1057,0.12,ci,ci37510472,2016-01-06T01:48:55.563Z,"5km NNW of Boron, California",quarry blast
2016-01-05T18:49:12.230Z,38.8226662,-122.8414993,1.78,1.81,md,26,66,0.005073,0.03,nc,nc72573965,2016-01-05T21:55:05.134Z,"8km NW of The Geysers, California",earthquake
2016-01-05T18:44:20.090Z,38.8223343,-122.8428345,1.7,2.23,md,28,64,0.006146,0.04,nc,nc72573955,2016-01-05T21:26:05.058Z,"9km NW of The Geysers, California",earthquake
2016-01-05T18:40:25.300Z,4.1937,95.4708,51.67,4.9,mb,,68,1.795,1.45,us,us10004bkl,2016-01-06T15:35:28.657Z,"73km W of Meulaboh, Indonesia",earthquake
2016-01-05T18:39:28.000Z,63.3472,-145.1018,0,2,ml,,,,0.73,ak,ak12439149,2016-01-05T18:49:55.661Z,"58km S of Deltana, Alaska",earthquake
2016-01-05T18:37:22.060Z,47.7396667,-122.404,19.527,1.89,ml,16,92,0.3227,0.16,uw,uw61116916,2016-01-05T20:27:35.180Z,"5km WSW of Shoreline, Washington",earthquake
2016-01-05T18:07:12.330Z,41.8743,-119.6014,7.1,1.4,ml,5,221.68,0.164,0.1022,nn,nn00525466,2016-01-05T19:36:03.219Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-05T17:45:55.140Z,-20.0809,-69.3746,105.91,4.1,mb,,84,0.216,0.92,us,us10004bkd,2016-01-06T15:18:26.140Z,"81km E of Iquique, Chile",earthquake
2016-01-05T17:42:34.520Z,35.9898338,-120.5483322,2.66,1.02,md,14,93,0.02173,0.06,nc,nc72573940,2016-01-05T20:31:04.920Z,"23km SW of Coalinga, California",earthquake
2016-01-05T16:41:55.000Z,63.3833,-149.9738,100,2.3,ml,,,,0.65,ak,ak12439052,2016-01-05T16:57:38.766Z,"51km W of Cantwell, Alaska",earthquake
2016-01-05T16:14:48.600Z,40.2823334,-124.3946686,19.36,2.9,md,14,248,0.09323,0.08,nc,nc72573905,2016-01-05T16:50:08.380Z,"34km SW of Rio Dell, California",earthquake
2016-01-05T16:01:29.000Z,63.2942,-150.3979,100,1.8,ml,,,,0.88,ak,ak12439010,2016-01-05T16:12:15.072Z,"73km W of Cantwell, Alaska",earthquake
2016-01-05T15:35:13.560Z,33.5233333,-116.4746667,8.3,1.09,ml,42,45,0.0409,0.17,ci,ci37510464,2016-01-05T17:15:23.986Z,"19km E of Anza, California",earthquake
2016-01-05T15:31:44.900Z,19.6856,-68.033,69,2.9,Md,5,298.8,1.210929,0.18,pr,pr16005011,2016-01-05T21:08:09.767Z,"128km NNE of Punta Cana, Dominican Republic",earthquake
2016-01-05T15:26:28.900Z,18.0254,-65.4326,16,2.2,Md,5,230.4,0.13474729,0.09,pr,pr16005010,2016-01-05T19:55:35.502Z,"8km SSE of Esperanza, Puerto Rico",earthquake
2016-01-05T15:25:48.000Z,63.489,-149.11,5.8,1.6,ml,,,,0.64,ak,ak12439006,2016-01-05T15:41:22.842Z,"13km NW of Cantwell, Alaska",earthquake
2016-01-05T15:10:17.010Z,34.179,-117.4151667,6.68,1.06,ml,32,59,0.07609,0.17,ci,ci37510456,2016-01-05T17:08:16.864Z,"5km SSW of Devore, California",earthquake
2016-01-05T14:59:02.000Z,63.4975,-147.8675,0.1,1.5,ml,,,,0.62,ak,ak12438966,2016-01-05T15:08:45.943Z,"55km ENE of Cantwell, Alaska",earthquake
2016-01-05T14:57:25.000Z,62.1182,-145.5709,9.4,1.4,ml,,,,0.83,ak,ak12438965,2016-01-05T15:03:06.453Z,"1km NW of Glennallen, Alaska",earthquake
2016-01-05T14:47:31.030Z,19.4406667,-155.8748333,16.273,1.67,md,22,142,0.06169,0.1,hv,hv61143436,2016-01-06T01:22:55.100Z,"2km SSW of Honaunau-Napoopoo, Hawaii",earthquake
2016-01-05T14:41:22.000Z,48.3025,-122.0661667,13.601,2.62,ml,16,50,0.04329,0.15,uw,uw61116876,2016-01-06T00:03:54.058Z,"9km NE of Bryant, Washington",earthquake
2016-01-05T14:37:05.630Z,37.3851662,-121.7415009,5.84,2.78,md,60,48,0.02501,0.07,nc,nc72573895,2016-01-06T02:43:22.688Z,"6km E of East Foothills, California",earthquake
2016-01-05T14:33:40.330Z,10.9466,-62.0399,103.19,4.7,mb,,90,1.237,1,us,us10004bj4,2016-01-06T03:07:52.514Z,"49km NE of Gueiria, Venezuela",earthquake
2016-01-05T14:29:22.000Z,62.7375,-148.5422,60.4,1.3,ml,,,,0.38,ak,ak12438964,2016-01-05T17:14:18.199Z,"75km SSE of Cantwell, Alaska",earthquake
2016-01-05T14:03:02.132Z,41.8698,-119.6365,8.8,1.9,ml,5,221.6,0.145,0.1685,nn,nn00525459,2016-01-05T17:12:09.821Z,"68km ESE of Lakeview, Oregon",earthquake
2016-01-05T13:50:00.050Z,44.7101667,-111.0126667,8.06,1.12,ml,10,58,0.049,0.12,uu,uu60135092,2016-01-05T23:53:38.750Z,"9km NE of West Yellowstone, Montana",earthquake
2016-01-05T13:47:09.700Z,18.0995,-65.0826,6,2.2,Md,3,241.2,0.27847774,0.25,pr,pr16005009,2016-01-05T17:28:34.604Z,"31km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2016-01-05T13:31:55.957Z,37.1588,-117.9696,11.9,1.8,ml,11,67.22,0.209,0.098,nn,nn00525458,2016-01-05T16:41:14.446Z,"28km E of Big Pine, California",earthquake
2016-01-05T13:27:58.210Z,33.198,-116.0175,6.25,1.25,ml,46,59,0.08607,0.2,ci,ci37510432,2016-01-05T16:44:42.513Z,"12km ENE of Ocotillo Wells, California",earthquake
2016-01-05T13:24:03.680Z,44.4113333,-114.0898333,5.95,1.13,ml,6,126,0.214,0.05,mb,mb80118584,2016-01-05T16:25:27.710Z,"15km SE of Challis, Idaho",earthquake
2016-01-05T13:04:28.000Z,60.3712,-141.1821,11.4,1.9,ml,,,,0.84,ak,ak12438961,2016-01-05T13:15:30.763Z,"77km ENE of Cape Yakataga, Alaska",earthquake
2016-01-05T12:57:17.000Z,63.2721,-145.3333,0,1.5,ml,,,,0.55,ak,ak12438960,2016-01-05T13:04:31.767Z,"67km S of Deltana, Alaska",earthquake
2016-01-05T12:22:34.300Z,38.8370018,-122.8239975,1.48,1.13,md,22,41,0.009112,0.05,nc,nc72573875,2016-01-05T14:57:06.075Z,"8km W of Cobb, California",earthquake
2016-01-05T12:03:33.400Z,19.1105,-64.5795,40,3,Md,5,327.6,0.83363658,0.28,pr,pr16005008,2016-01-05T16:44:04.355Z,"76km N of Road Town, British Virgin Islands",earthquake
2016-01-05T11:58:09.000Z,63.5041,-149.0196,4.2,1.7,ml,,,,0.65,ak,ak12438957,2016-01-05T12:07:19.839Z,"12km NNW of Cantwell, Alaska",earthquake
2016-01-05T11:36:40.800Z,17.9627,-66.2465,8,2.5,Md,11,190.8,0.33417329,0.56,pr,pr16005006,2016-01-05T11:53:33.913Z,"2km WSW of Coqui, Puerto Rico",earthquake
2016-01-05T11:28:25.000Z,61.5682,-146.3794,31.3,1.8,ml,,,,0.64,ak,ak12438955,2016-01-05T11:41:49.766Z,"48km N of Valdez, Alaska",earthquake
2016-01-05T11:26:41.630Z,38.793335,-122.7948303,1.31,1.15,md,7,179,0.01462,0.07,nc,nc72573865,2016-01-05T14:29:05.008Z,"3km WNW of The Geysers, California",earthquake
2016-01-05T11:25:51.810Z,44.6991667,-111.9563333,4.51,1.6,ml,16,103,0.209,0.18,mb,mb80118559,2016-01-05T15:07:49.560Z,"50km E of Lima, Montana",earthquake
2016-01-05T11:19:43.730Z,38.8014984,-122.7718353,0.69,1.32,md,13,65,0.01363,0.03,nc,nc72573850,2016-01-05T14:01:05.935Z,"3km NNW of The Geysers, California",earthquake
2016-01-05T11:16:21.770Z,44.7011667,-111.9573333,3.5,1.6,ml,17,118,0.21,0.2,mb,mb80118554,2016-01-05T15:01:36.620Z,"50km E of Lima, Montana",earthquake
2016-01-05T11:15:42.391Z,41.8772,-119.6382,9.3,2.4,ml,4,220.35,0.14,0.0911,nn,nn00525457,2016-01-05T12:25:29.822Z,"68km ESE of Lakeview, Oregon",earthquake
2016-01-05T11:07:17.000Z,52.5461,-173.213,224.9,3,ml,,,,0.46,ak,ak12438954,2016-01-05T17:09:06.972Z,"77km ENE of Atka, Alaska",earthquake
2016-01-05T11:00:03.000Z,60.6655,-150.3304,43.1,1.7,ml,,,,0.27,ak,ak12438953,2016-01-05T11:06:02.453Z,"27km ENE of Sterling, Alaska",earthquake
2016-01-05T10:56:13.660Z,33.6713333,-118.0588333,13.23,1.64,ml,51,103,0.09744,0.24,ci,ci37510408,2016-01-05T16:27:59.278Z,"6km WSW of Huntington Beach, California",earthquake
2016-01-05T10:33:41.240Z,-59.0695,-25.6226,59.32,4.9,mb,,82,7.664,0.64,us,us10004bgp,2016-01-05T10:57:50.900Z,"51km E of Bristol Island, South Sandwich Islands",earthquake
2016-01-05T10:29:34.990Z,35.7061653,-121.1093369,7.18,1.07,md,7,89,0.04335,0.01,nc,nc72573840,2016-01-05T11:08:04.505Z,"10km NE of San Simeon, California",earthquake
2016-01-05T10:08:53.060Z,38.8058319,-122.7963333,0.21,1.24,md,11,132,0.00228,0.07,nc,nc72573830,2016-01-05T13:06:05.828Z,"4km NW of The Geysers, California",earthquake
2016-01-05T10:06:58.000Z,63.5165,-151.5112,12.9,2.4,ml,,,,1,ak,ak12438913,2016-01-05T10:22:17.863Z,"128km W of Cantwell, Alaska",earthquake
2016-01-05T10:04:13.290Z,38.8390007,-122.8273315,0.92,1.24,md,13,66,0.006382,0.04,nc,nc72573815,2016-01-05T12:37:04.726Z,"9km WNW of Cobb, California",earthquake
2016-01-05T09:56:31.560Z,34.6681667,-116.308,2.6,1.24,ml,13,84,0.1299,0.15,ci,ci37510400,2016-01-05T13:57:25.910Z,"15km WSW of Ludlow, California",earthquake
2016-01-05T09:50:45.620Z,32.9761667,-116.4251667,7.93,1.35,ml,36,41,0.08397,0.2,ci,ci37510392,2016-01-05T13:57:56.880Z,"20km NNE of Pine Valley, California",earthquake
2016-01-05T09:34:15.180Z,-54.3367,-136.1409,10,5.4,mb,,90,31.682,0.84,us,us10004bgk,2016-01-05T18:19:37.000Z,"Pacific-Antarctic Ridge",earthquake
2016-01-05T08:49:54.820Z,38.0843315,-122.8478317,10.21,1.69,md,6,174,0.1333,0.03,nc,nc72573795,2016-01-05T11:14:04.519Z,"2km SSE of Inverness, California",earthquake
2016-01-05T08:38:21.183Z,38.3908,-115.602,3.4,1.7,ml,6,183.41,0.044,0.1074,nn,nn00525450,2016-01-05T16:28:32.635Z,"40km SSW of Currant, Nevada",earthquake
2016-01-05T08:30:56.000Z,59.7904,-152.3086,100,2.5,ml,,,,1.04,ak,ak12438873,2016-01-05T08:41:52.428Z,"26km W of Anchor Point, Alaska",earthquake
2016-01-05T08:25:24.677Z,41.8594,-119.6223,7.1,1.3,ml,5,223.59,0.16,0.151,nn,nn00525519,2016-01-05T23:05:34.126Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-05T08:11:14.300Z,19.2821,-64.5475,12,3.2,Md,4,327.6,1.00162154,0.2,pr,pr16005007,2016-01-05T12:23:15.764Z,"96km N of Road Town, British Virgin Islands",earthquake
2016-01-05T07:45:46.325Z,41.8784,-119.6313,10.7,2.5,ml,5,76.88,0.143,0.1521,nn,nn00525446,2016-01-05T07:59:33.656Z,"68km ESE of Lakeview, Oregon",earthquake
2016-01-05T07:20:49.310Z,52.0878,-169.6875,34.38,4.6,mb,,138,0.747,1.09,us,us10004bg7,2016-01-05T16:57:39.550Z,"91km SE of Yunaska Island, Alaska",earthquake
2016-01-05T07:17:13.720Z,34.2841,32.7204,19.22,4.1,mb,,161,0.842,0.88,us,us10004bg6,2016-01-06T07:34:21.464Z,"42km S of Pissouri, Cyprus",earthquake
2016-01-05T07:11:40.530Z,36.2044983,-120.106163,1.77,2.48,md,8,186,0.2406,0.14,nc,nc72573770,2016-01-05T09:22:04.218Z,"0km NW of Huron, California",earthquake
2016-01-05T06:50:44.600Z,19.3682,-65.698,77,3.3,Md,12,273.6,1.10043622,0.63,pr,pr16005005,2016-01-05T08:29:05.129Z,"105km N of Vieques, Puerto Rico",earthquake
2016-01-05T06:47:30.000Z,63.1076,-151.5187,0.7,2.2,ml,,,,0.78,ak,ak12438827,2016-01-05T07:07:43.970Z,"113km NW of Talkeetna, Alaska",earthquake
2016-01-05T06:41:33.100Z,19.7,-68.1676,74,3.7,Md,18,277.2,1.19565764,0.85,pr,pr16005001,2016-01-05T07:14:38.400Z,"121km NE of Miches, Dominican Republic",earthquake
2016-01-05T06:40:54.000Z,61.7495,-150.418,34.9,2.6,ml,,,,0.74,ak,ak12438822,2016-01-06T03:34:25.567Z,"20km W of Willow, Alaska",earthquake
2016-01-05T06:35:27.100Z,17.9605,-66.3072,6,2.5,Md,11,190.8,0.28117268,0.47,pr,pr16005004,2016-01-05T08:27:57.453Z,"2km SSW of Salinas, Puerto Rico",earthquake
2016-01-05T06:12:21.860Z,37.4761658,-118.3584976,4.44,2.29,md,17,144,0.07299,0.06,nc,nc72573765,2016-01-06T19:39:13.811Z,"11km NNE of Dixon Lane-Meadow Creek, California",earthquake
2016-01-05T06:05:49.102Z,41.8555,-119.6227,5.5,1.1,ml,5,224.21,0.162,0.1124,nn,nn00525442,2016-01-05T08:17:42.918Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-05T05:57:49.309Z,41.8598,-119.609,7.5,1,ml,5,223.81,0.167,0.1905,nn,nn00525448,2016-01-05T08:14:35.672Z,"71km ESE of Lakeview, Oregon",earthquake
2016-01-05T05:48:10.269Z,41.8738,-119.6069,5.1,1,ml,5,221.63,0.161,0.1057,nn,nn00525505,2016-01-05T22:31:17.353Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-05T05:39:29.360Z,19.513,-155.6746667,10.867,2.6,ml,41,43,0.02785,0.11,hv,hv61143056,2016-01-05T17:05:08.807Z,"20km ENE of Honaunau-Napoopoo, Hawaii",earthquake
2016-01-05T05:35:08.000Z,37.3523333,-118.7611667,4.9,1.06,md,9,186,0.1577,0.05,nc,nc72573755,2016-01-06T19:48:03.806Z,"27km W of West Bishop, California",earthquake
2016-01-05T05:32:56.000Z,64.6593,-149.0256,10.6,1.5,ml,,,,0.69,ak,ak12438789,2016-01-05T05:42:32.823Z,"9km NNE of North Nenana, Alaska",earthquake
2016-01-05T05:28:30.210Z,-5.9989,130.6143,130.31,5.2,mb,,58,3.466,0.81,us,us10004bfp,2016-01-05T05:48:16.283Z,"229km NNW of Saumlaki, Indonesia",earthquake
2016-01-05T05:13:17.000Z,63.6268,-147.5191,97,1.6,ml,,,,0.33,ak,ak12438787,2016-01-05T05:23:18.644Z,"75km ESE of Healy, Alaska",earthquake
2016-01-05T05:13:00.516Z,41.8811,-119.6083,7.3,1.8,ml,5,132.73,0.156,0.0918,nn,nn00525440,2016-01-05T08:08:24.775Z,"69km ESE of Lakeview, Oregon",earthquake
2016-01-05T05:06:22.560Z,37.33,-120.0315,19.88,1.29,md,4,128,0.2389,0.21,nc,nc72573745,2016-01-06T19:10:04.691Z,"18km SSW of Mariposa, California",earthquake
2016-01-05T04:44:30.590Z,37.4165001,-118.5554962,12.09,2.37,md,26,83,0.06353,0.07,nc,nc72573730,2016-01-05T08:52:05.141Z,"11km WNW of West Bishop, California",earthquake
2016-01-05T04:36:26.091Z,35.6955,-116.5777,10.2,1.4,ml,8,211.11,0.319,0.2433,nn,nn00525432,2016-01-05T04:45:48.045Z,"48km NNE of Fort Irwin, California",earthquake
2016-01-05T04:35:37.390Z,35.3636667,-118.5761667,9.32,1.41,ml,24,50,0.1612,0.2,ci,ci37510368,2016-01-05T16:04:54.673Z,"26km SSW of Bodfish, California",earthquake
2016-01-05T04:31:18.651Z,41.8706,-119.629,6.4,1.3,ml,4,221.63,0.149,0.0915,nn,nn00525438,2016-01-05T04:55:03.522Z,"69km ESE of Lakeview, Oregon",earthquake
2016-01-05T04:19:15.300Z,38.5201683,-122.4191666,1.3,1.74,md,7,97,0.1225,0.06,nc,nc72573725,2016-01-05T04:35:04.514Z,"4km ENE of Saint Helena, California",earthquake
2016-01-05T04:14:12.000Z,63.2558,-150.595,100,1.8,ml,,,,1.14,ak,ak12438778,2016-01-05T04:24:58.984Z,"83km W of Cantwell, Alaska",earthquake
2016-01-05T04:05:23.320Z,34.1303333,-118.7783333,11.14,1.85,ml,51,50,0.01864,0.21,ci,ci37510352,2016-01-06T15:15:25.273Z,"1km SSW of Agoura Hills, California",earthquake
2016-01-05T03:53:03.000Z,59.6493,-152.047,60,2.2,ml,,,,,ak,ak12438776,2016-01-05T04:02:54.344Z,"18km SW of Anchor Point, Alaska",earthquake
2016-01-05T03:38:12.419Z,41.8848,-119.6158,7.1,1.2,ml,5,219.65,0.149,0.1286,nn,nn00525439,2016-01-05T05:01:32.290Z,"69km ESE of Lakeview, Oregon",earthquake
2016-01-05T03:20:23.000Z,63.5434,-150.7911,12.9,1.6,ml,,,,0.73,ak,ak12438750,2016-01-05T03:36:57.787Z,"93km WNW of Cantwell, Alaska",earthquake
2016-01-05T03:18:56.200Z,18.0307,-64.9395,17,2.1,Md,4,162,0.31890193,0.09,pr,pr16005003,2016-01-05T08:26:36.066Z,"34km S of Charlotte Amalie, U.S. Virgin Islands",earthquake
2016-01-05T03:18:19.900Z,18.8906,-67.3684,52,2.8,Md,8,226.8,0.48509025,0.57,pr,pr16005002,2016-01-05T08:26:03.419Z,"52km NNW of San Antonio, Puerto Rico",earthquake
2016-01-05T03:10:49.530Z,15.4098,147.909,30.72,4.6,mb,,100,2.044,1.05,us,us10004bet,2016-01-05T03:45:41.172Z,"232km E of Saipan, Northern Mariana Islands",earthquake
2016-01-05T02:54:25.000Z,63.2511,-145.2931,6.1,1.5,ml,,,,0.42,ak,ak12438748,2016-01-05T03:06:48.316Z,"69km S of Deltana, Alaska",earthquake
2016-01-05T02:52:59.300Z,18.9696,-67.4265,18,3.2,Md,17,277.2,0.5821083,0.23,pr,pr16005000,2016-01-05T03:14:09.167Z,"63km NNW of San Antonio, Puerto Rico",earthquake
2016-01-05T02:25:22.130Z,-8.1159,-74.3298,170.69,4.1,mb,,111,1.654,1.06,us,us10004beq,2016-01-05T03:11:42.275Z,"38km NE of Pucallpa, Peru",earthquake
2016-01-05T02:21:12.600Z,30.6419,132.8007,10,5.8,mb,,29,2.192,0.91,us,us10004ben,2016-01-05T17:03:22.000Z,"172km E of Nishinoomote, Japan",earthquake
2016-01-05T02:08:34.550Z,36.7961655,-121.5261688,6.11,1.16,md,10,112,0.04398,0.05,nc,nc72573710,2016-01-05T04:22:07.467Z,"5km S of San Juan Bautista, California",earthquake
2016-01-05T01:58:22.940Z,15.527,-95.1815,35.04,5,mb,,140,3.024,1.1,us,us10004bel,2016-01-05T02:13:03.462Z,"70km S of Salina Cruz, Mexico",earthquake
2016-01-05T01:41:55.000Z,63.2667,-145.2939,8,1.6,ml,,,,0.51,ak,ak12438713,2016-01-05T01:51:29.882Z,"67km S of Deltana, Alaska",earthquake
2016-01-05T01:18:48.160Z,18.6031,145.7544,194.87,4.8,mb,,126,3.343,0.91,us,us10004bei,2016-01-05T01:31:18.308Z,"20km SSE of Agrihan, Northern Mariana Islands",earthquake
2016-01-05T00:50:07.530Z,36.7198,-98.0461,3.47,2.6,mb_lg,,42,0.103,0.52,us,us10004bec,2016-01-05T17:05:50.261Z,"27km NE of Helena, Oklahoma",earthquake
2016-01-05T00:41:24.470Z,-7.253,120.2081,568.36,4,mb,,66,2.269,0.68,us,us10004bee,2016-01-05T01:00:29.120Z,"115km N of Lanos, Indonesia",earthquake
2016-01-05T00:38:27.340Z,19.558,-155.9015,14.901,1.48,md,14,180,0.03474,0.1,hv,hv61142831,2016-01-06T01:37:04.730Z,"3km ENE of Honalo, Hawaii",earthquake
2016-01-05T00:38:14.520Z,47.6383333,-121.886,16.944,1.11,ml,4,220,0.1443,0.09,uw,uw61116661,2016-01-05T19:33:27.150Z,"2km ESE of Carnation, Washington",earthquake
2016-01-05T00:29:29.080Z,33.689,-118.0518333,11.03,1.5,ml,22,133,0.09082,0.19,ci,ci37510320,2016-01-05T15:34:25.501Z,"5km W of Huntington Beach, California",earthquake
2016-01-05T00:19:04.180Z,19.534,-155.911,13.867,1.62,md,20,188,0.0463,0.13,hv,hv61142821,2016-01-06T01:46:47.110Z,"1km NE of Kealakekua, Hawaii",earthquake
2016-01-05T00:02:02.000Z,64.9875,-147.3199,0.5,1.4,ml,,,,0.48,ak,ak12438668,2016-01-05T00:16:54.456Z,"23km NNE of Badger, Alaska",earthquake
2016-01-04T23:57:45.760Z,-38.3173,177.5085,98.27,4.7,mwr,,162,0.318,1.32,us,us10004bdz,2016-01-05T00:40:33.525Z,"32km SE of Opotiki, New Zealand",earthquake
2016-01-04T23:49:50.120Z,41.8633,-119.6165,10.2,2.1,ml,8,154.4,0.161,0.1873,nn,nn00525407,2016-01-05T00:04:04.833Z,"70km ESE of Lakeview, Oregon",earthquake
2016-01-04T23:41:15.610Z,33.715,-116.7598333,16.76,1.36,ml,17,140,0.03996,0.17,ci,ci37510312,2016-01-05T15:11:53.730Z,"5km SW of Idyllwild, California",earthquake
2016-01-04T23:40:55.900Z,33.708,-116.7675,16.15,1.94,ml,81,15,0.04674,0.15,ci,ci37510304,2016-01-05T15:07:50.920Z,"6km SW of Idyllwild, California",earthquake
2016-01-04T23:34:46.000Z,63.1445,-149.3201,83,1.5,ml,,,,0.54,ak,ak12438667,2016-01-07T00:45:44.539Z,"33km SW of Cantwell, Alaska",earthquake
2016-01-04T23:32:41.310Z,35.088,-118.4021667,6.62,1.56,ml,30,47,0.1092,0.19,ci,ci37510280,2016-01-05T13:58:19.347Z,"6km SE of Tehachapi, California",earthquake
2016-01-04T23:30:54.390Z,35.2023333,-117.2765,2.79,1.75,ml,22,60,0.1914,0.19,ci,ci37510272,2016-01-05T13:58:37.218Z,"38km ESE of Johannesburg, California",earthquake
2016-01-04T23:28:12.610Z,34.0353333,-117.2371667,16.17,1.43,ml,50,40,0.0968,0.17,ci,ci37510264,2016-01-05T14:00:10.770Z,"3km ESE of Loma Linda, California",earthquake
2016-01-04T23:17:03.000Z,63.2634,-145.2585,4.7,1.4,ml,,,,0.6,ak,ak12438664,2016-01-07T00:47:05.222Z,"67km S of Deltana, Alaska",earthquake
2016-01-04T23:15:03.000Z,61.9882,-147.2613,44,1.5,ml,,,,0.96,ak,ak12438665,2016-01-07T00:45:42.538Z,"86km ENE of Sutton-Alpine, Alaska",earthquake
2016-01-04T23:05:31.920Z,38.8096657,-122.7931671,2.71,1.31,md,24,43,0.002379,0.03,nc,nc72573675,2016-01-04T23:07:08.830Z,"4km NW of The Geysers, California",earthquake
